id,source_table,unit,skill_code,question,choice_a,choice_b,choice_c,choice_d,answer,explanation,difficulty,quiz_id,video_id,status,quality_note,new_question,new_choice_a,new_choice_b,new_choice_c,new_choice_d,new_answer,new_explanation
49c800b7-eec3-4b4d-bed7-abc680669b7b,quiz_questions,acid_base,AB05,下列何者 pH 最小（酸性最強）？（同溫、同類型比較）,[H⁺] = 10⁻² M 的溶液,[H⁺] = 10⁻⁴ M 的溶液,[H⁺] = 10⁻⁷ M 的溶液,[H⁺] = 10⁻¹⁰ M 的溶液,A,[H⁺] 愈大酸性愈強，pH 愈小。,基礎,33bfe191-7b4b-49c3-863f-70a453927d0c,035b5867-0622-44d8-a819-a940755c5d74,keep,,,,,,,,
61139758-4ecf-4d5f-83ab-412e26ab9b1e,quiz_questions,acid_base,CO03,由重量百分濃度換算到莫耳濃度時，通常還需要？,溶液密度與溶質莫耳質量,僅 pH,僅溫度,不必任何額外數據,A,需由質量與密度得體積，再配合莫耳質量得莫耳數。,進階,fd2c374b-9d96-4d0d-a6d4-f541674755c1,a174d9f5-adf5-4ced-a9bf-235a4d922a91,keep,,,,,,,,
b9252962-4b40-43f4-990d-d926f31f393c,quiz_questions,acid_base,AB05,廣用試紙可協助判斷下列何種性質？,酸鹼性約略範圍,溶質的精確莫耳濃度,溶液的沸點,溶質分子量,A,廣用試紙用於粗估 pH／酸鹼性。,基礎,f5dd7f66-41d9-48cd-a85e-cdbee8021404,d4d2742f-3012-4165-8453-7a5967a985ad,keep,,,,,,,,
73b468d9-452d-47de-b8f7-f8b74647be83,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,89fb0c6a-1c0a-4fbf-a4f4-ec6887fe18b2,5c687384-0f52-4c08-b3ff-416c15049f97,keep,,,,,,,,
78416780-3e72-451e-93e9-cc63e2bbae47,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,7b0a5355-4683-4879-886e-b83d98fd9969,a5ffefbc-fe00-4374-a5f3-9406525929e1,keep,,,,,,,,
76c46bc1-52bc-4e26-9872-2faa855b4039,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,6e68f9c7-914f-49fe-a8bb-b2d81fed9a3d,986f52e5-4567-4682-a60b-7ab15ab718ce,keep,,,,,,,,
91ca2c47-1e19-4cb5-b5e1-30039f2f8730,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,9dcc53ed-b2c1-41c4-994b-2c7f719c5a2c,81065903-57eb-4271-a219-86218c749519,keep,,,,,,,,
ae59916e-d00b-42e8-b909-6553c909b842,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,3bc128ad-2c68-476d-b4ad-9cb07cddcbef,31cd7012-2fd8-4732-b116-48965c6822f1,keep,,,,,,,,
25b5585c-da66-47ca-aa2e-358e18a463c4,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,558a08df-1c45-47ff-902d-5c5faaa263db,e72901bc-734f-4b63-9442-8c285c8b1c0b,keep,,,,,,,,
1121d9fc-5387-42ef-9a1a-75d312c9f3b9,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,4f4529c9-0321-485c-bb56-d6d450a79e5d,cfe52ca6-0ab8-4d19-a585-c2647517a974,keep,,,,,,,,
5801adc5-05e9-4fbd-94d3-f7374ef1991e,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,42721aaf-a416-49cd-ba96-73c386254969,696b1126-0dd7-474a-9619-832aadb2042e,keep,,,,,,,,
34b09751-12e8-4cfc-9c26-6ace10dfea6d,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,d15f08fd-25b3-4c39-8f4e-b7f8a4cf7cc2,c5f121b5-a8a1-4b75-b011-bee9155d0fd0,keep,,,,,,,,
4f407cfd-8975-4be6-aff5-d5ce0454663b,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,37527b77-2a68-4c84-9262-ce10f0be294f,ce2d1536-fabc-4f59-8634-26d319431191,keep,,,,,,,,
6f461c63-fa97-4f12-8dfc-0d583a3c01a3,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,605598cb-6e43-4fe4-8172-a098ecf744a3,d4c8635b-8a8c-47a4-b867-9c366f4f7533,keep,,,,,,,,
4f5a757a-a96d-40f4-b380-2d8460ba8330,quiz_questions,acid_base,EL01,關於電解質溶液的敘述，下列何者最適當？,溶液中必存在可移動的離子才可能導電,所有分子溶質皆能導電,導電與溶質是否為分子無關,只有固態才能導電,A,水溶液導電與離子是否存在與可移動有關。,進階,3a30e87c-b1a7-411e-b2c4-99b401339284,5ef092a9-4d7a-4cb9-94dc-80356cd1cc62,keep,,,,,,,,
008fe8cb-cd21-4466-aed3-a7c1829a88cb,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,f04a3c96-f43f-4bc7-bae5-464a0c5ff737,17ec85fe-b723-4c98-aa6f-8d1135729788,keep,,,,,,,,
7aef95b7-d5c9-49dc-a867-330dc48d4b9c,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,99b71d06-6ff3-4bbb-bfde-7ec853ff2485,00d86262-5ab3-4d47-be63-414c64622b2c,keep,,,,,,,,
d61d433a-ec89-49f3-8825-db6d6ad6d8bc,quiz_questions,acid_base,EL02,下列何者最可能是「非電解質」？,葡萄糖水溶液不導電且溶質為分子,鹽酸溶液,氫氧化鈉溶液,氯化鈣溶液,A,非電解質溶於水仍以分子形式存在，溶液通常不導電。,進階,7e431ffa-217f-49d1-a5af-8e1f0e8d5aaa,3f9ec9f6-9b42-4801-a362-f9f55b4c91fc,keep,,,,,,,,
4f550fe7-11f3-4b5e-9a91-e8f4e6043565,quiz_questions,acid_base,EL03,純水導電性極弱，加入少量氯化鈉後導電性明顯上升，主因為何？,產生可移動的鈉離子與氯離子,水變成金屬,氯化鈉阻斷電流,僅水分子增加,A,解離出離子使溶液可導電。,進階,a3672a70-c702-4c90-8ce8-957985e2716c,f9991b85-ad15-431c-8146-f079c9c33453,keep,,,,,,,,
b7d5612c-a17c-412c-9d43-7fb2be57b3be,quiz_questions,acid_base,CO03,將 6.3 公克的 HNO₃ 溶於水，配成 250 毫升的溶液，則莫耳濃度為多少 M？（HNO₃ 莫耳質量以 63 g／mol 計）,1.6,0.4,0.8,0.2,B,n = 6.3／63 = 0.1 mol；250 mL = 0.25 L；M = 0.1／0.25 = 0.4 M。,基礎,006e5ef6-d448-4b1e-a439-01a4116f7644,c788459e-343b-4ff2-9d6b-14af4232947d,keep,,,,,,,,
f23f3bf4-28a5-45d8-83f2-7aa7195c13ac,quiz_questions,acid_base,NE02,中和反應完成時（滴定終點），若為強酸強鹼，下列何者較常見？,pH≈7（水溶液、常溫近似）,pH 必為 0,pH 必為 14,與酸鹼種類無關必為 10,A,強酸強鹼中和生成鹽與水，稀水溶液近似中性。,基礎,f11e2936-6665-4e42-99f7-d03f5e907881,5ecb5aea-bb49-45ee-b0b9-9b3ca395d2c6,keep,,,,,,,,
5cb8e479-1ca5-45f8-ba03-3ccf0010a397,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,37527b77-2a68-4c84-9262-ce10f0be294f,ce2d1536-fabc-4f59-8634-26d319431191,keep,,,,,,,,
693142af-3e43-4d4b-90cb-c7f4a48bb7b6,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,7b0a5355-4683-4879-886e-b83d98fd9969,a5ffefbc-fe00-4374-a5f3-9406525929e1,keep,,,,,,,,
e8d641b1-0453-4718-8206-0ebcde9115f8,quiz_questions,acid_base,CO03,將 49 公克的 H₂SO₄ 溶於水，配成 100 毫升的溶液，則莫耳濃度為多少 M？（H₂SO₄ 莫耳質量以 98 g／mol 計）,0.5,2.5,10,5,D,n = 49／98 = 0.5 mol；100 mL = 0.1 L；M = 0.5／0.1 = 5 M。,基礎,d4ed55ef-607e-4edb-8285-44948b3a39ea,73e73b7f-bf8c-426f-a564-23eea3163e9b,keep,,,,,,,,
f262fa15-41e6-4182-a36b-01627f77759d,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,89fb0c6a-1c0a-4fbf-a4f4-ec6887fe18b2,5c687384-0f52-4c08-b3ff-416c15049f97,keep,,,,,,,,
25d6da95-8dfe-41a7-920f-612588b18bc9,quiz_questions,acid_base,EL04,欲判斷某固體溶於水後是否為電解質，實驗上常測量什麼？,水溶液是否導電,顏色深淺,密度是否為 1,沸點是否為 100℃,A,導電性為常見判別方式之一。,基礎,a3672a70-c702-4c90-8ce8-957985e2716c,f9991b85-ad15-431c-8146-f079c9c33453,keep,,,,,,,,
73f09d38-7e3e-4c42-987e-0c8054e02778,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,3a30e87c-b1a7-411e-b2c4-99b401339284,5ef092a9-4d7a-4cb9-94dc-80356cd1cc62,keep,,,,,,,,
68ed698b-3c16-47cc-b4f9-2e8b78a1565e,quiz_questions,acid_base,AB06,下列何者「不適合」單靠嗅聞來辨識強酸強鹼？,為安全，避免直接近距離吸入揮發性酸鹼,弱酸的稀溶液,食鹽水,糖水,A,實驗安全：勿直接聞強酸、強鹼與不明化學品。,基礎,f5dd7f66-41d9-48cd-a85e-cdbee8021404,d4d2742f-3012-4165-8453-7a5967a985ad,keep,,,,,,,,
a55ff2d2-8a33-4503-915a-5626d77d57d3,quiz_questions,acid_base,CO04,「將濃溶液加水稀釋」後，同一溶液的體積莫耳濃度通常？,變小,變大,一定不變,恒為 1 M,A,體積變大而溶質莫耳數不變，濃度下降。,基礎,a81939c0-ee8d-47d2-9508-f17c298b1abd,89a95fb9-42ed-4581-a4e2-a94a55e0de78,keep,,,,,,,,
2ba0a67b-3ee3-4abd-901b-bdfdd364d3d7,quiz_questions,acid_base,EL02,下列何者最可能是「非電解質」？,葡萄糖水溶液不導電且溶質為分子,鹽酸溶液,氫氧化鈉溶液,氯化鈣溶液,A,非電解質溶於水仍以分子形式存在，溶液通常不導電。,進階,f04a3c96-f43f-4bc7-bae5-464a0c5ff737,17ec85fe-b723-4c98-aa6f-8d1135729788,keep,,,,,,,,
1ec3cbae-3b47-4328-a6b7-7c7439061b0a,quiz_questions,acid_base,CO01,同一水溶液，以不同表示法描述「濃」的程度時，下列何者正確？,不同表示法之間可藉密度、莫耳質量等換算,重量百分與莫耳濃度永遠數值相同,莫耳濃度與溶液體積無關,重量百分與溶質種類無關,A,不同濃度標示可換算，但數值不一定相同。,進階,fd2c374b-9d96-4d0d-a6d4-f541674755c1,a174d9f5-adf5-4ced-a9bf-235a4d922a91,keep,,,,,,,,
62536bbd-fca4-409d-baa0-3ddb05716b75,quiz_questions,acid_base,CO03,計算題中「由濃度與體積求莫耳數」應使用？,n = M × V（升的乘積）,n = M ÷ V,n = M + V,n 與 V 無關,A,莫耳數 = 體積莫耳濃度 × 體積（L）。,基礎,f11e2936-6665-4e42-99f7-d03f5e907881,5ecb5aea-bb49-45ee-b0b9-9b3ca395d2c6,keep,,,,,,,,
c6b1d760-7272-4524-a9a9-835a6cb1d1dc,quiz_questions,acid_base,EL02,下列何者最可能是「非電解質」？,葡萄糖水溶液不導電且溶質為分子,鹽酸溶液,氫氧化鈉溶液,氯化鈣溶液,A,非電解質溶於水仍以分子形式存在，溶液通常不導電。,進階,99b71d06-6ff3-4bbb-bfde-7ec853ff2485,00d86262-5ab3-4d47-be63-414c64622b2c,keep,,,,,,,,
7c07db7e-cb00-492c-98e2-7b36d8b958b5,quiz_questions,acid_base,CO04,將鹼性溶液稀釋（僅加水），[OH⁻] 與 pH 的變化何者較合理？,[OH⁻] 下降、pH 下降（往中性靠近）,[OH⁻] 上升、pH 上升,[OH⁻] 不變、pH 不變,[OH⁻] 下降、pH 上升,A,稀釋使 [OH⁻] 降低，鹼性變弱，pH 向 7 靠近（數值變小）。,進階,33bfe191-7b4b-49c3-863f-70a453927d0c,035b5867-0622-44d8-a819-a940755c5d74,keep,,,,,,,,
87fa6fe6-e1da-4b1e-8d21-0cb6e1cd92b2,quiz_questions,acid_base,CO03,將 9.8 公克的 H₂SO₄ 溶於水，配成 20 毫升的溶液，則莫耳濃度為多少 M？（H₂SO₄ 莫耳質量以 98 g／mol 計）,10,0.5,2.5,5,D,n = 9.8／98 = 0.1 mol；20 mL = 0.02 L；M = 0.1／0.02 = 5 M。,基礎,006e5ef6-d448-4b1e-a439-01a4116f7644,c788459e-343b-4ff2-9d6b-14af4232947d,keep,,,,,,,,
60258dac-f437-433e-9d97-c0965b9639f3,quiz_questions,acid_base,EL03,電解質水溶液能導電的主要原因為何？,溶液中有可自由移動的離子,只有水分子碰撞,溶質皆為金屬,與溫度無關,A,離子在電場下移動形成電流。,基礎,7e431ffa-217f-49d1-a5af-8e1f0e8d5aaa,3f9ec9f6-9b42-4801-a362-f9f55b4c91fc,keep,,,,,,,,
aef65ecd-58fc-4599-ad12-a970fd80a87d,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,558a08df-1c45-47ff-902d-5c5faaa263db,e72901bc-734f-4b63-9442-8c285c8b1c0b,keep,,,,,,,,
12679627-cf5f-479e-8776-907bbad0659e,quiz_questions,acid_base,CO03,同溶質兩溶液混合後總體積增大、溶質莫耳數不變，混合後濃度通常？,介於兩者之間或符合加權平均，且不會高於較濃者原濃度,必高於兩者,必為零,必等於兩者相加,A,濃度為總莫耳數除以總體積，一般介於兩者之間。,進階,aa6ddda4-80d3-4785-8393-68115a558019,c86677de-9ea8-4d6e-8964-47ce536a62b8,keep,,,,,,,,
294d2d18-24d1-41ee-a49b-876e28e226be,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,4f4529c9-0321-485c-bb56-d6d450a79e5d,cfe52ca6-0ab8-4d19-a585-c2647517a974,keep,,,,,,,,
a54f204f-239e-47b2-8a61-317cda287652,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,605598cb-6e43-4fe4-8172-a098ecf744a3,d4c8635b-8a8c-47a4-b867-9c366f4f7533,keep,,,,,,,,
13c9a1c2-88e5-41ce-a9db-d95966293e79,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,3bc128ad-2c68-476d-b4ad-9cb07cddcbef,31cd7012-2fd8-4732-b116-48965c6822f1,keep,,,,,,,,
51efaac8-99c0-42a6-8b95-9725abb3f643,quiz_questions,acid_base,AB05,將少量酸加入純水中（不計體積變化），[H⁺] 與 pH 的變化趨勢為何？,[H⁺] 上升、pH 下降,[H⁺] 下降、pH 上升,兩者都不變,[H⁺] 下降、pH 下降,A,加酸使 [H⁺] 增大，pH = -log[H⁺] 變小。,進階,f3ef8be3-a960-454f-9a8e-b3a04da2296f,e30aa374-025f-4938-9265-f35d8bab37f0,keep,,,,,,,,
06974569-d4f4-45b2-9f2d-d7f809e80c1c,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,42721aaf-a416-49cd-ba96-73c386254969,696b1126-0dd7-474a-9619-832aadb2042e,keep,,,,,,,,
6b23f7ea-ad2a-49c2-b0e0-0c2d907eedb4,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,9dcc53ed-b2c1-41c4-994b-2c7f719c5a2c,81065903-57eb-4271-a219-86218c749519,keep,,,,,,,,
d38f3434-fe22-45b4-a4ff-f431e443a37a,quiz_questions,acid_base,EL03,純水導電性極弱，加入少量氯化鈉後導電性明顯上升，主因為何？,產生可移動的鈉離子與氯離子,水變成金屬,氯化鈉阻斷電流,僅水分子增加,A,解離出離子使溶液可導電。,進階,0b4216bf-4edc-4d55-a1de-6a52d4344c74,92be7d5a-92f7-4a9a-85ea-35f5094ba94a,keep,,,,,,,,
311b9c56-9af6-48c2-8118-f75c66fee84b,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,d15f08fd-25b3-4c39-8f4e-b7f8a4cf7cc2,c5f121b5-a8a1-4b75-b011-bee9155d0fd0,keep,,,,,,,,
b73adc77-e042-4ed1-922c-4e373bf30931,quiz_questions,acid_base,EL02,下列何者屬於「電解質」？,氯化鈉,蔗糖,酒精,食用油,A,氯化鈉溶於水可解離出離子，屬電解質。,基礎,6e68f9c7-914f-49fe-a8bb-b2d81fed9a3d,986f52e5-4567-4682-a60b-7ab15ab718ce,keep,,,,,,,,
8f042cae-6883-4a1a-9632-582d40b5e3cd,quiz_questions,acid_base,CO04,多次稀釋計算時，下列何者通常「守恆」？,每次稀釋步驟中，除非添加溶質，否則稀釋液內該溶質莫耳數不減（忽略取出帶走的量需另計）,濃度守恆,體積不變,pH 不變,A,教學題常強調：僅加水稀釋則留在容器內的溶質莫耳數不變；若「取出部分再稀釋」則取出量會帶走莫耳數。本題考「加水稀釋」核心觀念。,進階,5edcf285-7748-41fb-b154-fa490b2f31f8,86c746c5-8f0c-4985-8f21-3a5ec19ee928,keep,,,,,,,,
